onset	duration	trial_type	response	response_time	stim_file
0.0	1.0	692.0	-1.0	1.5240991115570068	imagenet/n03868863/n03868863_19848.JPEG
4.0	1.0	867.0	-1.0	1.3803565502166748	imagenet/n04465501/n04465501_13002.JPEG
8.0	1.0	284.0	1.0	1.3008158206939695	imagenet/n02123394/n02123394_1913.JPEG
12.0	1.0	399.0	1.0	1.3731567859649658	imagenet/n02666196/n02666196_16637.JPEG
16.0	1.0	18.0	1.0	1.3575308322906494	imagenet/n01580077/n01580077_9974.JPEG
24.0	1.0	591.0	-1.0	1.2862296104431152	imagenet/n03485407/n03485407_10403.JPEG
28.0	1.0	570.0	-1.0	1.3185336589813232	imagenet/n03417042/n03417042_18722.JPEG
32.0	1.0	69.0	1.0	1.374990940093994	imagenet/n01756291/n01756291_9471.JPEG
36.0	1.0	133.0	1.0	1.3431968688964844	imagenet/n02009912/n02009912_1610.JPEG
40.0	1.0	952.0	1.0	1.367624282836914	imagenet/n07749582/n07749582_1244.JPEG
48.0	1.0	198.0	1.0	1.3363192081451416	imagenet/n02097130/n02097130_3807.JPEG
52.0	1.0	313.0	0.0	0.0	imagenet/n02229544/n02229544_17234.JPEG
56.0	1.0	197.0	1.0	1.2490746974945068	imagenet/n02097047/n02097047_749.JPEG
60.0	1.0	904.0	1.0	1.3374254703521729	imagenet/n04584207/n04584207_3727.JPEG
64.0	1.0	707.0	1.0	1.3217339515686035	imagenet/n03899768/n03899768_32670.JPEG
72.0	1.0	47.0	1.0	1.266465425491333	imagenet/n01693334/n01693334_8871.JPEG
76.0	1.0	500.0	-1.0	1.978955030441284	imagenet/n03041632/n03041632_50332.JPEG
80.0	1.0	306.0	1.0	1.539276361465454	imagenet/n02172182/n02172182_4314.JPEG
84.0	1.0	590.0	-1.0	1.3315973281860352	imagenet/n03483316/n03483316_21670.JPEG
88.0	1.0	531.0	-1.0	1.4118053913116455	imagenet/n03196217/n03196217_5617.JPEG
96.0	1.0	864.0	-1.0	1.3805608749389648	imagenet/n04458633/n04458633_7495.JPEG
100.0	1.0	150.0	-1.0	1.3809692859649658	imagenet/n02074367/n02074367_17408.JPEG
104.0	1.0	56.0	1.0	1.7174134254455566	imagenet/n01729977/n01729977_11633.JPEG
108.0	1.0	109.0	1.0	1.3496935367584229	imagenet/n01914609/n01914609_3220.JPEG
112.0	1.0	688.0	-1.0	1.32611346244812	imagenet/n03854065/n03854065_3039.JPEG
120.0	1.0	997.0	1.0	1.8067147731781008	imagenet/n13052670/n13052670_6394.JPEG
124.0	1.0	446.0	1.0	1.2952156066894531	imagenet/n02837789/n02837789_22463.JPEG
128.0	1.0	102.0	1.0	1.327479600906372	imagenet/n01871265/n01871265_20306.JPEG
132.0	1.0	447.0	-1.0	1.495239496231079	imagenet/n02840245/n02840245_927.JPEG
136.0	1.0	351.0	0.0	0.0	imagenet/n02417914/n02417914_8323.JPEG
144.0	1.0	101.0	1.0	1.3042919635772705	imagenet/n01860187/n01860187_112.JPEG
148.0	1.0	325.0	1.0	1.9925808906555176	imagenet/n02280649/n02280649_8432.JPEG
152.0	1.0	747.0	0.0	0.0	imagenet/n04019541/n04019541_3662.JPEG
156.0	1.0	58.0	1.0	1.3453798294067385	imagenet/n01735189/n01735189_11760.JPEG
160.0	1.0	464.0	1.0	1.329709529876709	imagenet/n02909870/n02909870_20623.JPEG
168.0	1.0	135.0	1.0	1.3383574485778809	imagenet/n02012849/n02012849_7911.JPEG
172.0	1.0	511.0	-1.0	1.6108250617980957	imagenet/n03095699/n03095699_8698.JPEG
176.0	1.0	733.0	-1.0	1.6431620121002195	imagenet/n03976467/n03976467_16921.JPEG
180.0	1.0	880.0	-1.0	1.3875515460968018	imagenet/n04507155/n04507155_2900.JPEG
184.0	1.0	287.0	1.0	1.307790756225586	imagenet/n02125311/n02125311_29050.JPEG
192.0	1.0	977.0	1.0	1.508530616760254	imagenet/n09399592/n09399592_34389.JPEG
196.0	1.0	470.0	0.0	0.0	imagenet/n02939185/n02939185_34383.JPEG
200.0	1.0	655.0	-1.0	1.3412044048309326	imagenet/n03769881/n03769881_3948.JPEG
204.0	1.0	876.0	1.0	1.3175725936889648	imagenet/n04487394/n04487394_32544.JPEG
208.0	1.0	394.0	1.0	1.262077808380127	imagenet/n02607072/n02607072_1196.JPEG
216.0	1.0	959.0	1.0	1.254734754562378	imagenet/n07802026/n07802026_529.JPEG
220.0	1.0	763.0	-1.0	1.2310824394226074	imagenet/n04081281/n04081281_116419.JPEG
224.0	1.0	441.0	-1.0	1.2714025974273682	imagenet/n02823428/n02823428_4542.JPEG
228.0	1.0	451.0	1.0	1.3276808261871338	imagenet/n02860847/n02860847_1163.JPEG
232.0	1.0	254.0	1.0	1.3281054496765137	imagenet/n02110806/n02110806_1070.JPEG
240.0	1.0	872.0	-1.0	1.5287446975708008	imagenet/n04483307/n04483307_10284.JPEG
244.0	1.0	528.0	-1.0	1.3212096691131592	imagenet/n03180011/n03180011_3262.JPEG
248.0	1.0	431.0	1.0	1.281430721282959	imagenet/n02802426/n02802426_10057.JPEG
252.0	1.0	848.0	-1.0	1.3939495086669922	imagenet/n04389033/n04389033_42643.JPEG
256.0	1.0	475.0	1.0	1.6822078227996826	imagenet/n02963159/n02963159_11482.JPEG
264.0	1.0	161.0	1.0	1.418856143951416	imagenet/n02088094/n02088094_6246.JPEG
268.0	1.0	209.0	1.0	1.2992234230041504	imagenet/n02099712/n02099712_5322.JPEG
272.0	1.0	769.0	-1.0	1.3316535949707031	imagenet/n04118538/n04118538_7323.JPEG
276.0	1.0	945.0	1.0	1.3480024337768557	imagenet/n07718747/n07718747_7378.JPEG
280.0	1.0	665.0	-1.0	1.3563449382781982	imagenet/n03782006/n03782006_18208.JPEG
288.0	1.0	652.0	-1.0	1.3490338325500488	imagenet/n03761084/n03761084_34544.JPEG
292.0	1.0	118.0	1.0	1.3014447689056396	imagenet/n01968897/n01968897_10127.JPEG
296.0	1.0	282.0	1.0	1.2138471603393557	imagenet/n02123045/n02123045_9980.JPEG
300.0	1.0	454.0	-1.0	1.3261442184448242	imagenet/n02870880/n02870880_7622.JPEG
304.0	1.0	536.0	-1.0	1.286445140838623	imagenet/n03208938/n03208938_24455.JPEG
312.0	1.0	713.0	-1.0	1.255136013031006	imagenet/n03920288/n03920288_3449.JPEG
316.0	1.0	278.0	1.0	1.2876219749450684	imagenet/n02119022/n02119022_14502.JPEG
320.0	1.0	833.0	0.0	0.0	imagenet/n04346328/n04346328_2921.JPEG
324.0	1.0	128.0	1.0	1.3842270374298096	imagenet/n02002556/n02002556_15193.JPEG
328.0	1.0	289.0	1.0	1.3605821132659912	imagenet/n02128385/n02128385_11902.JPEG
336.0	1.0	884.0	0.0	0.0	imagenet/n04522168/n04522168_2062.JPEG
340.0	1.0	588.0	1.0	1.417004108428955	imagenet/n03481172/n03481172_12465.JPEG
344.0	1.0	584.0	-1.0	1.3774948120117188	imagenet/n03467068/n03467068_10460.JPEG
348.0	1.0	786.0	1.0	1.3536622524261477	imagenet/n04162706/n04162706_4931.JPEG
352.0	1.0	316.0	1.0	1.2821145057678225	imagenet/n02236044/n02236044_1693.JPEG
360.0	1.0	1.0	1.0	1.322854995727539	imagenet/n01440764/n01440764_5969.JPEG
364.0	1.0	413.0	-1.0	1.20314621925354	imagenet/n02747177/n02747177_50770.JPEG
368.0	1.0	27.0	1.0	1.363525390625	imagenet/n01630670/n01630670_3954.JPEG
372.0	1.0	640.0	1.0	2.1799640655517583	imagenet/n03710721/n03710721_24896.JPEG
376.0	1.0	585.0	-1.0	1.3642356395721436	imagenet/n03476684/n03476684_9161.JPEG
384.0	1.0	465.0	1.0	1.5249354839324951	imagenet/n02910353/n02910353_14126.JPEG
388.0	1.0	64.0	-1.0	1.5172615051269531	imagenet/n01748264/n01748264_8083.JPEG
392.0	1.0	412.0	-1.0	1.2856481075286863	imagenet/n02730930/n02730930_14570.JPEG
396.0	1.0	226.0	1.0	1.302006483078003	imagenet/n02105162/n02105162_950.JPEG
400.0	1.0	905.0	-1.0	1.3743338584899902	imagenet/n04589890/n04589890_4280.JPEG
408.0	1.0	256.0	1.0	1.247154712677002	imagenet/n02111129/n02111129_5548.JPEG
