onset	duration	trial_type	response	response_time	condition
0.014	0.5	48.0	0.0	0.0	coco/000000218561.jpg
3.014	0.5	102.0	0.0	0.0	coco/000000480447.jpg
6.013999999999999	0.5	2000.0	1.0	0.4916527271270752	n/a
9.014	0.5	34.0	0.0	0.0	coco/000000137564.jpg
12.013	0.5	79.0	0.0	0.0	coco/000000388940.jpg
15.013	0.5	97.0	0.0	0.0	coco/000000451024.jpg
18.012999999999995	0.5	117.0	0.0	0.0	coco/000000556154.jpg
21.013	0.5	62.0	0.0	0.0	coco/000000302282.jpg
24.013	0.5	2000.0	1.0	0.6213555335998535	n/a
27.012	0.5	33.0	0.0	0.0	coco/000000131780.jpg
30.012	0.5	77.0	0.0	0.0	coco/000000371365.jpg
33.012	0.5	119.0	0.0	0.0	coco/000000565004.jpg
36.012	0.5	4.0	0.0	0.0	coco/000000014103.jpg
39.011	0.5	73.0	0.0	0.0	coco/000000359519.jpg
42.011	0.5	2000.0	1.0	0.7909615039825441	n/a
45.011	0.5	44.0	0.0	0.0	coco/000000194564.jpg
48.011	0.5	75.0	0.0	0.0	coco/000000363403.jpg
51.01	0.5	32.0	0.0	0.0	coco/000000129766.jpg
54.01	0.5	95.0	0.0	0.0	coco/000000447242.jpg
57.01	0.5	2000.0	1.0	0.9841704368591307	n/a
60.01	0.5	80.0	0.0	0.0	coco/000000394766.jpg
63.00899999999999	0.5	90.0	0.0	0.0	coco/000000426445.jpg
66.009	0.5	88.0	0.0	0.0	coco/000000415225.jpg
69.009	0.5	22.0	0.0	0.0	coco/000000097882.jpg
72.009	0.5	3.0	0.0	0.0	coco/000000012179.jpg
75.008	0.5	13.0	0.0	0.0	coco/000000045672.jpg
78.008	0.5	112.0	0.0	0.0	coco/000000534876.jpg
81.008	0.5	63.0	0.0	0.0	coco/000000308095.jpg
84.008	0.5	2000.0	1.0	0.4916911125183106	n/a
87.007	0.5	24.0	0.0	0.0	coco/000000102858.jpg
90.007	0.5	43.0	0.0	0.0	coco/000000188631.jpg
93.007	0.5	10.0	0.0	0.0	coco/000000029114.jpg
96.007	0.5	17.0	0.0	0.0	coco/000000064681.jpg
99.006	0.5	94.0	0.0	0.0	coco/000000444495.jpg
102.006	0.5	11.0	0.0	0.0	coco/000000030357.jpg
105.006	0.5	113.0	0.0	0.0	coco/000000536366.jpg
108.006	0.5	28.0	0.0	0.0	coco/000000119849.jpg
111.006	0.5	78.0	0.0	0.0	coco/000000384594.jpg
114.005	0.5	68.0	0.0	0.0	coco/000000346377.jpg
117.022	0.5	35.0	0.0	0.0	coco/000000142346.jpg
120.021	0.5	5.0	0.0	0.0	coco/000000020106.jpg
123.005	0.5	109.0	0.0	0.0	coco/000000526204.jpg
126.004	0.5	2000.0	0.0	0.0	n/a
129.02100000000002	0.5	15.0	0.0	0.0	coco/000000060604.jpg
132.004	0.5	1000.0	0.0	0.0	n/a
135.02	0.5	39.0	0.0	0.0	coco/000000171936.jpg
138.02	0.5	118.0	0.0	0.0	coco/000000558900.jpg
141.02	0.5	96.0	0.0	0.0	coco/000000448701.jpg
144.02	0.5	23.0	0.0	0.0	coco/000000102607.jpg
147.019	0.5	92.0	0.0	0.0	coco/000000443718.jpg
150.002	0.5	1000.0	0.0	0.0	n/a
153.019	0.5	98.0	0.0	0.0	coco/000000466532.jpg
156.019	0.5	20.0	0.0	0.0	coco/000000075324.jpg
159.018	0.5	108.0	0.0	0.0	coco/000000524991.jpg
162.018	0.5	66.0	0.0	0.0	coco/000000334658.jpg
165.018	0.5	2000.0	1.0	0.5368480682373047	n/a
168.018	0.5	41.0	0.0	0.0	coco/000000179477.jpg
171.017	0.5	2000.0	1.0	0.6733014583587646	n/a
174.017	0.5	81.0	0.0	0.0	coco/000000395396.jpg
177.017	0.5	59.0	0.0	0.0	coco/000000281112.jpg
180.017	0.5	31.0	0.0	0.0	coco/000000129362.jpg
183.016	0.5	1000.0	0.0	0.0	n/a
186.016	0.5	69.0	0.0	0.0	coco/000000348368.jpg
189.016	0.5	111.0	0.0	0.0	coco/000000532175.jpg
192.016	0.5	99.0	0.0	0.0	coco/000000470762.jpg
195.015	0.5	50.0	0.0	0.0	coco/000000228274.jpg
198.015	0.5	1.0	0.0	0.0	coco/000000007665.jpg
201.015	0.5	49.0	0.0	0.0	coco/000000222964.jpg
204.015	0.5	21.0	0.0	0.0	coco/000000084120.jpg
207.015	0.5	38.0	0.0	0.0	coco/000000170439.jpg
210.014	0.5	1000.0	0.0	0.0	n/a
213.014	0.5	65.0	0.0	0.0	coco/000000314356.jpg
216.014	0.5	2000.0	1.0	0.4916737079620361	n/a
219.014	0.5	100.0	0.0	0.0	coco/000000471755.jpg
222.013	0.5	91.0	0.0	0.0	coco/000000429215.jpg
225.013	0.5	64.0	0.0	0.0	coco/000000314313.jpg
228.013	0.5	1000.0	0.0	0.0	n/a
231.013	0.5	12.0	0.0	0.0	coco/000000036598.jpg
234.012	0.5	106.0	0.0	0.0	coco/000000501506.jpg
237.012	0.5	1000.0	0.0	0.0	n/a
240.012	0.5	105.0	0.0	0.0	coco/000000495388.jpg
243.012	0.5	8.0	0.0	0.0	coco/000000025045.jpg
246.011	0.5	1000.0	0.0	0.0	n/a
249.011	0.5	72.0	0.0	0.0	coco/000000354491.jpg
252.011	0.5	70.0	0.0	0.0	coco/000000353055.jpg
255.011	0.5	42.0	0.0	0.0	coco/000000182366.jpg
258.011	0.5	120.0	0.0	0.0	coco/000000566021.jpg
261.01	0.5	1000.0	0.0	0.0	n/a
264.01	0.5	37.0	0.0	0.0	coco/000000161578.jpg
267.01	0.5	45.0	0.0	0.0	coco/000000201308.jpg
270.01	0.5	56.0	0.0	0.0	coco/000000254567.jpg
273.009	0.5	46.0	0.0	0.0	coco/000000201644.jpg
276.009	0.5	85.0	0.0	0.0	coco/000000404262.jpg
279.009	0.5	1000.0	0.0	0.0	n/a
282.009	0.5	19.0	0.0	0.0	coco/000000069480.jpg
285.008	0.5	84.0	0.0	0.0	coco/000000404064.jpg
288.008	0.5	1000.0	0.0	0.0	n/a
291.008	0.5	82.0	0.0	0.0	coco/000000399489.jpg
294.008	0.5	2000.0	1.0	0.6359767913818359	n/a
297.007	0.5	40.0	0.0	0.0	coco/000000176397.jpg
